Time,Register Name/Number,Cashier Name,Operation Type,Store Code,UPC,Line Item,Department,Category,Supplier,Supplier Code,Cost,Price,Quantity,Modifiers,Subtotal,Discounts,Net Total,Tax,Total Due,Transaction ID,Customer ID
10/05/2025 05:08 PM,Register 12,Hannah Bisk,SALE,*400000516318,*3340443834075,LBB CH Softstretch Panty - OS BLK H-Brief,Underwear,Soft Stretch,Chantelle,C106C7,8.0,24.0,1.0,0.0,24.0,0.0,24.0,1.44,25.44,359534DD-19D2-472B-A86C-D7469A2ED653,602870
10/05/2025 03:54 PM,Register 12,Hannah Bisk,SALE,*400000106564,*666884100528,Euc Lingerie Wash Lavender 3.3oz - 3.3oz,Lingerie Wash,Lingerie Wash,Euclan,LSM,3.0,7.0,1.0,0.0,7.0,0.0,7.0,0.42,7.42,86010EC2-A587-45B8-A9F7-82E11251ED34,76087141
10/05/2025 03:54 PM,Register 12,Hannah Bisk,SALE,*400000521428,*193773549804,LBB EL Smoothie Em - 32GG GRN,Bra,Full Coverage,Elomi,EL4301DPE,29.25,76.0,1.0,0.0,76.0,0.0,76.0,4.56,80.56,86010EC2-A587-45B8-A9F7-82E11251ED34,76087141
10/05/2025 03:54 PM,Register 12,Hannah Bisk,SALE,*400000530758,*193773547404,LBB EL Tiernie - 32GG BLK,Bra,Plunge,Elomi,EL303334,30.6,78.0,1.0,0.0,78.0,0.0,78.0,4.68,82.68,86010EC2-A587-45B8-A9F7-82E11251ED34,76087141
10/05/2025 03:54 PM,Register 12,Hannah Bisk,SALE,*400000104423,*5052574534097,LBB CK Victory Bra - 32GG Nude,Bra,Balcony,Curvy Kate,CK9001,30.45,77.0,1.0,0.0,77.0,0.0,77.0,4.62,81.62,86010EC2-A587-45B8-A9F7-82E11251ED34,76087141
10/05/2025 03:54 PM,Register 12,Hannah Bisk,SALE,*400000524429,*3102062410555,LBB AUB Crazy Love - L BRN Tanga,Set,Set,Aubade,5D26/5D50/5D62/5DF12/5DF14,50.62,153.0,1.0,0.0,153.0,0.0,153.0,9.18,162.18,86010EC2-A587-45B8-A9F7-82E11251ED34,76087141
10/05/2025 03:54 PM,Register 12,Hannah Bisk,SALE,*400000524061,*3102062412016,LBB AUB Crazy Love - 32G BRN Bra,Set,Set,Aubade,5D26/5D50/5D62/5DF12/5DF14,91.99,277.0,1.0,0.0,277.0,0.0,277.0,16.62,293.62,86010EC2-A587-45B8-A9F7-82E11251ED34,76087141
10/05/2025 03:54 PM,Register 12,Hannah Bisk,SALE,*400000495392,*3102062388403,LBB AUB Rules - 32G PNK Tri,Lingerie,Set,Aubade,4B26/4B50/4B70/4BF12/4BF14,69.98,211.0,1.0,0.0,211.0,0.0,211.0,12.66,223.66,86010EC2-A587-45B8-A9F7-82E11251ED34,76087141
10/05/2025 03:54 PM,Register 12,Hannah Bisk,SALE,*400000495699,*3102062377223,LBB AUB Rules - M PNK Tanga,Lingerie,Set,Aubade,4B26/4B50/4B70/4BF12/4BF14,39.17,119.0,1.0,0.0,119.0,0.0,119.0,7.14,126.14,86010EC2-A587-45B8-A9F7-82E11251ED34,76087141
10/05/2025 03:21 PM,Register 12,Hannah Bisk,SALE,*400000106588,*666884100627,Euc Lingerie Wash Unscented 3.3oz - 3.3oz,Lingerie Wash,Lingerie Wash,Euclan,NSM,3.0,7.0,1.0,0.0,7.0,0.0,7.0,0.42,7.42,EF9F10FF-F072-484A-9E67-5C62620F7D17,76087008
