Time,Register Name/Number,Cashier Name,Operation Type,Store Code,UPC,Line Item,Department,Category,Supplier,Supplier Code,Cost,Price,Quantity,Modifiers,Subtotal,Discounts,Net Total,Tax,Total Due,Transaction ID,Customer ID
10/05/2025 04:13 PM,Register 1,Alexandra Rouffignac,SALE,*400000028200,*193773253459,LBB EL Zarla Cafe - 36G,Bra,general,Elomi,EL302505,32.4,85.0,1.0,0.0,85.0,0.0,85.0,5.1,90.1,EADF5900-A31D-4358-AF9C-944E8FA5BB56,76087212
10/05/2025 04:13 PM,Register 1,Alexandra Rouffignac,SALE,*400000024424,*666884100627,LBB EUC 3.3 OZ Bottle - unscented,general,general,not tracked,,3.85,7.0,1.0,0.0,7.0,0.0,7.0,0.42,7.42,EADF5900-A31D-4358-AF9C-944E8FA5BB56,76087212
10/05/2025 04:13 PM,Register 1,Alexandra Rouffignac,SALE,*400000018188,*,LBB CK FLare Fash - 36G Amethyst Bra,Set,Bra and Panty,Curvy Kate,,31.35,80.0,1.0,0.0,80.0,0.0,80.0,4.8,84.8,EADF5900-A31D-4358-AF9C-944E8FA5BB56,76087212
10/05/2025 03:12 PM,Register 1,Janiyah  Chinn,SALE,*400000004839,*3102061733525,LBB AUB Danse 0G14-02 blk - 38D,Bra,general,Aubade,OG14-02,68.22,232.0,1.0,0.0,232.0,0.0,232.0,13.92,245.92,719C14E2-7384-4686-B0E4-E15C595596A5,76086975
10/05/2025 03:09 PM,Register 1,Janiyah  Chinn,SALE,*400000024578,*0730056960408,LBB HT Deco  - 32C turq bra,Set,general,Huit,DEC-C5,58.79,148.0,1.0,0.0,148.0,0.0,148.0,8.88,156.88,638E4509-3A5F-4244-A13B-500DB2DF593E,76086952
10/05/2025 03:09 PM,Register 1,Janiyah  Chinn,SALE,*400000004112,*2100103628601,LBB AJ Jenever Bralette - Medium,general,general,Bretelle,,21.0,70.0,1.0,0.0,70.0,0.0,70.0,4.2,74.2,638E4509-3A5F-4244-A13B-500DB2DF593E,76086952
10/05/2025 03:04 PM,Register 1,Alexandra Rouffignac,SALE,*400000004983,*3102061733808,LBB AUB danse tanga blk - Medium,general,general,Aubade,OG26,30.37,93.0,1.0,0.0,93.0,0.0,93.0,5.58,98.58,DAD8CA2D-F725-4EBC-8D4F-31134C5EEB11,76086793
10/05/2025 02:56 PM,Register 1,Alexandra Rouffignac,SALE,*400000021621,*9359999016587,LBB DVT Yva - 36E blue demi,Set,general,Dita Von Tease,,36.0,109.0,1.0,0.0,109.0,0.0,109.0,6.54,115.54,C6E00DEA-BF48-42CF-ADA4-BB667E878FDA,76086893
10/05/2025 02:56 PM,Register 1,Alexandra Rouffignac,SALE,*400000008233,*3340443834051,LBB CH High Cut Brief - Nude,general,general,Chantelle,C106C7,9.24,24.0,1.0,0.0,24.0,0.0,24.0,1.44,25.44,C6E00DEA-BF48-42CF-ADA4-BB667E878FDA,76086893
10/05/2025 02:56 PM,Register 1,Alexandra Rouffignac,SALE,*400000008233,*3340443834051,LBB CH High Cut Brief - Nude,general,general,Chantelle,C106C7,9.24,24.0,1.0,0.0,24.0,0.0,24.0,1.44,25.44,C6E00DEA-BF48-42CF-ADA4-BB667E878FDA,76086893
10/05/2025 02:56 PM,Register 1,Alexandra Rouffignac,SALE,*400000015262,*3546608807762,LBB SP Comete Blk - 36D,general,general,not tracked,,54.5,136.0,1.0,0.0,136.0,0.0,136.0,8.16,144.16,C6E00DEA-BF48-42CF-ADA4-BB667E878FDA,76086893
10/05/2025 02:56 PM,Register 1,Alexandra Rouffignac,SALE,*400000023380,*354880872122,LBB SP Precieuse - LRG Blk Brief,Bra,Set,Simone Perele,1G33330.15,34.5,97.0,1.0,0.0,97.0,0.0,97.0,5.82,102.82,C6E00DEA-BF48-42CF-ADA4-BB667E878FDA,76086893
10/05/2025 02:56 PM,Register 1,Alexandra Rouffignac,SALE,*400000023120,*354808872487,LBB SP Precieuse - 36D Blk Bra,Bra,Set,Simone Perele,1G33330.15,75.0,205.0,1.0,0.0,205.0,0.0,205.0,12.3,217.3,C6E00DEA-BF48-42CF-ADA4-BB667E878FDA,76086893
10/05/2025 02:56 PM,Register 1,Alexandra Rouffignac,SALE,*400000008813,*3340443823291,LBB CH Norah Plunge - 36E,Bra,Padded Plunge,Chantelle,C16MNA,40.32,122.0,1.0,0.0,122.0,0.0,122.0,7.32,129.32,C6E00DEA-BF48-42CF-ADA4-BB667E878FDA,76086893
10/05/2025 02:34 PM,Register 1,Alexandra Rouffignac,SALE,*400000004891,*3102061733266,LBB AUB Danse Plunge Blk - 30D,general,general,Aubade,OG12/OG12-02,65.58,232.0,1.0,0.0,232.0,0.0,232.0,13.92,245.92,7F52E7B2-DD6D-4CC7-86E3-61C70943B415,76086793
10/05/2025 02:29 PM,Register 1,Alexandra Rouffignac,SALE,*400000024301,*,Bra Fitting,general,general,not tracked,,0.0,25.0,1.0,0.0,25.0,0.0,25.0,0.0,25.0,655EADDB-F5DA-4F3A-AE9E-403235354C95,
