Time,Register Name/Number,Cashier Name,Operation Type,Store Code,UPC,Line Item,Department,Category,Supplier,Supplier Code,Cost,Price,Quantity,Modifiers,Subtotal,Discounts,Net Total,Tax,Total Due,Transaction ID,Customer ID
10/20/2025 05:00 PM,Register 1,Ashley Harriet,SALE,*400000014555,*,LBB SC Illusion Body Midn - Medium,general,general,not tracked,,66.28,204.0,1.0,0.0,204.0,0.0,204.0,12.24,216.24,08481923-7BD8-4453-8962-F6C8F015D3CD,75920776
10/20/2025 05:00 PM,Register 1,Ashley Harriet,SALE,*400000006338,*3102062403632,LBB AUB Vibes Tanga Denim - Medium,general,general,Aubade,,39.17,119.0,1.0,0.0,119.0,0.0,119.0,7.14,126.14,08481923-7BD8-4453-8962-F6C8F015D3CD,75920776
10/20/2025 05:00 PM,Register 1,Ashley Harriet,SALE,*400000006291,*3102062405094,LBB AUB Vibes Bra Denim - 34D,Bra,general,Aubade,,68.22,206.0,1.0,0.0,206.0,0.0,206.0,12.36,218.36,08481923-7BD8-4453-8962-F6C8F015D3CD,75920776
10/20/2025 02:04 PM,Register 1,Ashley Harriet,SALE,*400000025346,*666884500625,LBB EUC 16.9 OZ Bottle - Unscented,general,general,Euclan,,8.85,21.0,1.0,0.0,21.0,0.0,21.0,1.26,22.26,3A0237E9-13E7-45DC-8875-EFBC9E5BD7A0,
10/20/2025 02:04 PM,Register 1,Ashley Harriet,SALE,*400000031408,*4026275535609,LBB AM Mara  - 36D blk,general,general,not tracked,,23.25,60.0,1.0,0.0,60.0,0.0,60.0,3.6,63.6,3A0237E9-13E7-45DC-8875-EFBC9E5BD7A0,
10/20/2025 02:04 PM,Register 1,Ashley Harriet,SALE,*400000019215,*,LBB CH Magique - 34E Nude Bra,Bra,general,Chantelle,C19UM1,42.24,116.0,1.0,0.0,116.0,0.0,116.0,6.96,122.96,3A0237E9-13E7-45DC-8875-EFBC9E5BD7A0,
10/19/2025 04:44 PM,Register 1,Alexandra Rouffignac,SALE,*400000015323,*3546608807847,LBB SP Comete Blk - 38E,general,general,not tracked,,54.5,136.0,1.0,0.0,136.0,0.0,136.0,8.16,144.16,70687FD5-3E46-472B-8F44-D5391C685CDC,75914443
10/19/2025 04:44 PM,Register 1,Alexandra Rouffignac,SALE,*400000019178,*,LBB CH Magique - 36F Nude Bra,Bra,general,Chantelle,C19UM1,42.24,116.0,1.0,0.0,116.0,0.0,116.0,6.96,122.96,70687FD5-3E46-472B-8F44-D5391C685CDC,75914443
10/19/2025 03:20 PM,Register 1,Alexandra Rouffignac,SALE,*400000025339,*666884500472,LBB EUC 16.9 OZ Bottle - Grapefruit,general,general,Euclan,,8.85,21.0,1.0,0.0,21.0,0.0,21.0,1.26,22.26,399521F1-025D-440A-A753-20C19B6AA3DB,75916208
10/19/2025 03:20 PM,Register 1,Alexandra Rouffignac,SALE,*400000025827,*3660621353052,LBB EP Leia Blu - 32F Bra,Set,general,Empreinte,07224/03224,96.0,240.0,1.0,0.0,240.0,0.0,240.0,14.4,254.4,399521F1-025D-440A-A753-20C19B6AA3DB,75916208
10/19/2025 03:20 PM,Register 1,Alexandra Rouffignac,SALE,*400000027647,*3340443029709,LBB CH Cami - XS/S blk,general,general,Chantelle,C10620,19.14,61.0,1.0,0.0,61.0,0.0,61.0,3.66,64.66,399521F1-025D-440A-A753-20C19B6AA3DB,75916208
10/19/2025 03:20 PM,Register 1,Alexandra Rouffignac,SALE,*400000022949,*3340443029662,LBB CH Cami - XS/S nude,general,general,Chantelle,C10620,19.14,61.0,1.0,0.0,61.0,0.0,61.0,3.66,64.66,399521F1-025D-440A-A753-20C19B6AA3DB,75916208
10/19/2025 03:20 PM,Register 1,Alexandra Rouffignac,SALE,*400000015477,*,LBB SP Comete Pnk - 32G,general,general,Simone Perele,,54.5,136.0,1.0,0.0,136.0,0.0,136.0,8.16,144.16,399521F1-025D-440A-A753-20C19B6AA3DB,75916208
10/18/2025 01:14 PM,Register 1,Alexandra Rouffignac,SALE,*400000024325,*,Misc Taxable,general,general,not tracked,,0.0,145.0,1.0,0.0,145.0,0.0,145.0,8.7,153.7,7F997FBF-6DDC-4DDB-9D56-88322724F7DB,76138424
10/18/2025 01:14 PM,Register 1,Alexandra Rouffignac,SALE,*400000003337,*,LBB MC 6 Deniers Blk - 2,general,general,not tracked,,0.0,28.0,1.0,0.0,28.0,0.0,28.0,1.68,29.68,7F997FBF-6DDC-4DDB-9D56-88322724F7DB,76138424
10/18/2025 01:14 PM,Register 1,Alexandra Rouffignac,SALE,*400000027777,*9002593169585,LBB ESC Rose Body  - XS,general,general,Escora,3854,63.0,289.0,1.0,0.0,289.0,0.0,289.0,17.34,306.34,7F997FBF-6DDC-4DDB-9D56-88322724F7DB,76138424
10/18/2025 01:14 PM,Register 1,Alexandra Rouffignac,SALE,*400000030043,*3102062423593,LBB AUB After Dark  - XS garter,general,general,Aubade,5IF14,61.18,185.0,1.0,0.0,185.0,0.0,185.0,11.1,196.1,7F997FBF-6DDC-4DDB-9D56-88322724F7DB,76138424
10/18/2025 01:14 PM,Register 1,Alexandra Rouffignac,SALE,*400000029405,*3102062424002,LBB AUB After Dark  - 32B bra,general,general,Aubade,5IF14,77.02,232.0,1.0,0.0,232.0,0.0,232.0,13.92,245.92,7F997FBF-6DDC-4DDB-9D56-88322724F7DB,76138424
10/18/2025 01:14 PM,Register 1,Alexandra Rouffignac,SALE,*400000029900,*3102062423517,LBB AUB After Dark  - XS Brief,general,general,Aubade,5IF14,46.21,140.0,1.0,0.0,140.0,0.0,140.0,8.4,148.4,7F997FBF-6DDC-4DDB-9D56-88322724F7DB,76138424
10/18/2025 12:39 PM,Register 1,Alexandra Rouffignac,SALE,*400000024318,*,Shipping,general,general,not tracked,,0.0,9.99,1.0,0.0,9.99,0.0,9.99,0.0,9.99,8491F004-849E-4DE1-9798-889C0C754FF9,76138102
